Year,Month,Base/Project,LOBGroup,CostCategory,PlanRate
2023,1,Base,LOB_Group_4,Cost_Category_4,28905.01
2023,1,Project,LOB_Group_4,Cost_Category_5,56221.32
2023,1,Project,LOB_Group_4,Cost_Category_6,70475.2
2023,1,Project,LOB_Group_4,Cost_Category_7,78171.25
2023,1,Base,LOB_Group_4,Cost_Category_8,24816.28
2023,1,Base,LOB_Group_4,Cost_Category_9,16209.32
2023,1,Base,LOB_Group_4,Cost_Category_10,71673.58
2023,1,Base,LOB_Group_4,Cost_Category_11,54719.3
2023,1,Base,LOB_Group_4,Cost_Category_12,66609.4
2023,1,Project,LOB_Group_4,Cost_Category_13,14306.42
2023,1,Base,LOB_Group_4,Cost_Category_14,34068.75
2023,1,Project,LOB_Group_4,Cost_Category_15,93894.63
2023,1,Project,LOB_Group_4,Cost_Category_16,78144.28
2023,1,Project,LOB_Group_5,Cost_Category_1,65789.55
2023,1,Project,LOB_Group_5,Cost_Category_2,84944.46
2023,1,Base,LOB_Group_5,Cost_Category_3,53497.48
2023,1,Project,LOB_Group_5,Cost_Category_4,23809.38
2023,1,Project,LOB_Group_5,Cost_Category_5,97863.37
2023,1,Project,LOB_Group_5,Cost_Category_6,32949.37
2023,1,Base,LOB_Group_5,Cost_Category_7,72592.26
2023,1,Base,LOB_Group_5,Cost_Category_8,41902.96
2023,1,Project,LOB_Group_5,Cost_Category_9,22049.08
2023,1,Base,LOB_Group_5,Cost_Category_10,82140.64
2023,1,Base,LOB_Group_5,Cost_Category_11,66934.07
2023,1,Base,LOB_Group_5,Cost_Category_12,9772.76
2023,1,Project,LOB_Group_5,Cost_Category_13,23248.7
2023,1,Project,LOB_Group_5,Cost_Category_14,78024.23
2023,1,Project,LOB_Group_5,Cost_Category_15,67157.79
2023,1,Project,LOB_Group_5,Cost_Category_16,97425.71
2023,1,Base,LOB_Group_6,Cost_Category_1,97317.44
2023,1,Base,LOB_Group_6,Cost_Category_2,44482.39
2023,1,Base,LOB_Group_6,Cost_Category_3,39451.52
2023,1,Base,LOB_Group_6,Cost_Category_4,65679.84
2023,1,Base,LOB_Group_6,Cost_Category_5,28062.62
2023,1,Project,LOB_Group_6,Cost_Category_6,83723.66
2023,1,Base,LOB_Group_6,Cost_Category_7,1568.81
2023,1,Base,LOB_Group_6,Cost_Category_8,17735.69
2023,1,Base,LOB_Group_6,Cost_Category_9,89422.91
2023,1,Base,LOB_Group_6,Cost_Category_10,23075.76
2023,1,Project,LOB_Group_6,Cost_Category_11,71006.56
2023,1,Project,LOB_Group_6,Cost_Category_12,42618.67
2023,1,Project,LOB_Group_6,Cost_Category_13,18957.94
2023,1,Project,LOB_Group_6,Cost_Category_14,63290.94
2023,1,Base,LOB_Group_6,Cost_Category_15,59959.28
2023,1,Base,LOB_Group_6,Cost_Category_16,14672.4
2023,1,Project,LOB_Group_7,Cost_Category_1,84621.6
2023,1,Project,LOB_Group_7,Cost_Category_2,99265.63
2023,1,Project,LOB_Group_7,Cost_Category_3,30864.42
2023,1,Base,LOB_Group_7,Cost_Category_4,15395.35
2023,1,Base,LOB_Group_7,Cost_Category_5,2624.64
2023,1,Base,LOB_Group_7,Cost_Category_6,64158.08
2023,1,Base,LOB_Group_7,Cost_Category_7,53825.33
2023,1,Project,LOB_Group_7,Cost_Category_8,96616.46
2023,1,Base,LOB_Group_7,Cost_Category_9,93245.04
2023,1,Project,LOB_Group_7,Cost_Category_10,8118.56
2023,1,Base,LOB_Group_7,Cost_Category_11,82461.85
2023,1,Base,LOB_Group_7,Cost_Category_12,26376.02
2023,1,Project,LOB_Group_7,Cost_Category_13,44462.26
2023,1,Base,LOB_Group_7,Cost_Category_14,75881.6
2023,1,Base,LOB_Group_7,Cost_Category_15,41524.37
2023,1,Project,LOB_Group_7,Cost_Category_16,15493.49
2023,1,Project,LOB_Group_8,Cost_Category_1,43391.44
2023,1,Base,LOB_Group_8,Cost_Category_2,18231.83
2023,1,Project,LOB_Group_8,Cost_Category_3,63594.32
2023,1,Base,LOB_Group_8,Cost_Category_4,66483.71
2023,1,Project,LOB_Group_8,Cost_Category_5,46422.92
2023,1,Base,LOB_Group_8,Cost_Category_6,41131.2
2023,1,Base,LOB_Group_8,Cost_Category_7,14579.81
2023,1,Project,LOB_Group_8,Cost_Category_8,97597.09
2023,1,Base,LOB_Group_8,Cost_Category_9,53543.51
2023,1,Project,LOB_Group_8,Cost_Category_10,39516.3
2023,1,Base,LOB_Group_8,Cost_Category_11,86821.94
2023,1,Base,LOB_Group_8,Cost_Category_12,4415.12
2023,1,Base,LOB_Group_8,Cost_Category_13,44428.68
2023,1,Base,LOB_Group_8,Cost_Category_14,99542.4
2023,1,Base,LOB_Group_8,Cost_Category_15,34739.76
2023,1,Project,LOB_Group_8,Cost_Category_16,48022.4
2023,2,Base,LOB_Group_1,Cost_Category_1,97366.99
2023,2,Base,LOB_Group_1,Cost_Category_2,37151.41
2023,2,Base,LOB_Group_1,Cost_Category_3,75002.95
2023,2,Base,LOB_Group_1,Cost_Category_4,22797.18
2023,2,Base,LOB_Group_1,Cost_Category_5,7083.88
2023,2,Project,LOB_Group_1,Cost_Category_6,3837.85
2023,2,Project,LOB_Group_1,Cost_Category_7,22813.38
2023,2,Project,LOB_Group_1,Cost_Category_8,80360.5
2023,2,Project,LOB_Group_1,Cost_Category_9,66735.4
2023,2,Base,LOB_Group_1,Cost_Category_10,36927.14
2023,2,Base,LOB_Group_1,Cost_Category_11,32952.95
2023,2,Project,LOB_Group_1,Cost_Category_12,36785.44
2023,2,Base,LOB_Group_1,Cost_Category_13,51619.46
2023,2,Base,LOB_Group_1,Cost_Category_14,95494.68
2023,2,Base,LOB_Group_1,Cost_Category_15,41611.61
2023,2,Base,LOB_Group_1,Cost_Category_16,21783.33
2023,2,Project,LOB_Group_2,Cost_Category_1,10200.72
2023,2,Project,LOB_Group_2,Cost_Category_2,37103.84
2023,2,Project,LOB_Group_2,Cost_Category_3,5430.28
2023,2,Project,LOB_Group_2,Cost_Category_4,29232.45
2023,2,Project,LOB_Group_2,Cost_Category_5,33141.05
2023,2,Project,LOB_Group_2,Cost_Category_6,46212.48
2023,2,Base,LOB_Group_2,Cost_Category_7,41319.65
2023,2,Project,LOB_Group_2,Cost_Category_8,82148.86
2023,2,Base,LOB_Group_2,Cost_Category_9,22611.03
2023,2,Base,LOB_Group_2,Cost_Category_10,67268.9
2023,2,Base,LOB_Group_2,Cost_Category_11,40125.11
2023,2,Project,LOB_Group_2,Cost_Category_12,38358.11
2023,2,Project,LOB_Group_2,Cost_Category_13,74905.62
2023,2,Project,LOB_Group_2,Cost_Category_14,3363.54
2023,2,Base,LOB_Group_2,Cost_Category_15,14208.44
2023,2,Project,LOB_Group_2,Cost_Category_16,24776.71
2023,2,Base,LOB_Group_3,Cost_Category_1,5469.95
2023,2,Base,LOB_Group_3,Cost_Category_2,48089.85
2023,2,Base,LOB_Group_3,Cost_Category_3,17642.01
2023,2,Project,LOB_Group_3,Cost_Category_4,57814.14
2023,2,Base,LOB_Group_3,Cost_Category_5,50375.14
2023,2,Project,LOB_Group_3,Cost_Category_6,39565.15
2023,2,Project,LOB_Group_3,Cost_Category_7,61697.41
2023,2,Base,LOB_Group_3,Cost_Category_8,34984.72
2023,2,Base,LOB_Group_3,Cost_Category_9,9627.3
2023,2,Base,LOB_Group_3,Cost_Category_10,63844.15
2023,2,Project,LOB_Group_3,Cost_Category_11,29477.62
2023,2,Base,LOB_Group_3,Cost_Category_12,51928.7
2023,2,Project,LOB_Group_3,Cost_Category_13,60676.39
2023,2,Base,LOB_Group_3,Cost_Category_14,81630.42
2023,2,Base,LOB_Group_3,Cost_Category_15,79688.32
2023,2,Project,LOB_Group_3,Cost_Category_16,13773.06
2023,2,Project,LOB_Group_4,Cost_Category_1,48918.46
2023,2,Base,LOB_Group_4,Cost_Category_2,67599.3
2023,2,Base,LOB_Group_4,Cost_Category_3,67976.42
2023,2,Project,LOB_Group_4,Cost_Category_4,84210.75
2023,2,Base,LOB_Group_4,Cost_Category_5,47346.14
2023,2,Base,LOB_Group_4,Cost_Category_6,31796.29
2023,2,Base,LOB_Group_4,Cost_Category_7,68177.12
2023,2,Project,LOB_Group_4,Cost_Category_8,67313.57
2023,2,Base,LOB_Group_4,Cost_Category_9,36808.95
2023,2,Project,LOB_Group_4,Cost_Category_10,8126.37
2023,2,Project,LOB_Group_4,Cost_Category_11,78032.48
2023,2,Base,LOB_Group_4,Cost_Category_12,99012.59
2023,2,Base,LOB_Group_4,Cost_Category_13,57969.17
2023,2,Base,LOB_Group_4,Cost_Category_14,74328.57
2023,2,Project,LOB_Group_4,Cost_Category_15,14463.34
2023,2,Base,LOB_Group_4,Cost_Category_16,83614.03
2023,2,Project,LOB_Group_5,Cost_Category_1,78237.37
2023,2,Base,LOB_Group_5,Cost_Category_2,74141.29
2023,2,Base,LOB_Group_5,Cost_Category_3,60418.15
2023,2,Base,LOB_Group_5,Cost_Category_4,60063.24
2023,2,Base,LOB_Group_5,Cost_Category_5,91752.0
2023,2,Project,LOB_Group_5,Cost_Category_6,71464.89
2023,2,Base,LOB_Group_5,Cost_Category_7,60056.37
2023,2,Base,LOB_Group_5,Cost_Category_8,43458.62
2023,2,Base,LOB_Group_5,Cost_Category_9,30879.54
2023,2,Project,LOB_Group_5,Cost_Category_10,24507.47
2023,2,Base,LOB_Group_5,Cost_Category_11,91991.82
2023,2,Base,LOB_Group_5,Cost_Category_12,8217.16
2023,2,Base,LOB_Group_5,Cost_Category_13,46876.35
2023,2,Base,LOB_Group_5,Cost_Category_14,95175.41
2023,2,Base,LOB_Group_5,Cost_Category_15,62518.18
2023,2,Base,LOB_Group_5,Cost_Category_16,23917.23
2023,2,Base,LOB_Group_6,Cost_Category_1,72827.36
2023,2,Base,LOB_Group_6,Cost_Category_2,22751.81
2023,2,Base,LOB_Group_6,Cost_Category_3,19991.78
2023,2,Base,LOB_Group_6,Cost_Category_4,47313.29
2023,2,Base,LOB_Group_6,Cost_Category_5,17046.57
2023,2,Base,LOB_Group_6,Cost_Category_6,60514.28
2023,2,Project,LOB_Group_6,Cost_Category_7,90906.05
2023,2,Project,LOB_Group_6,Cost_Category_8,32764.04
2023,2,Project,LOB_Group_6,Cost_Category_9,22607.66
2023,2,Base,LOB_Group_6,Cost_Category_10,46437.89
2023,2,Base,LOB_Group_6,Cost_Category_11,17379.45
2023,2,Project,LOB_Group_6,Cost_Category_12,98049.87
2023,2,Project,LOB_Group_6,Cost_Category_13,50180.43
2023,2,Project,LOB_Group_6,Cost_Category_14,66333.42
2023,2,Project,LOB_Group_6,Cost_Category_15,19404.08
2023,2,Base,LOB_Group_6,Cost_Category_16,24095.99
2023,2,Base,LOB_Group_7,Cost_Category_1,16542.49
2023,2,Base,LOB_Group_7,Cost_Category_2,48187.21
2023,2,Project,LOB_Group_7,Cost_Category_3,33236.68
2023,2,Project,LOB_Group_7,Cost_Category_4,58274.57
2023,2,Project,LOB_Group_7,Cost_Category_5,2875.71
2023,2,Base,LOB_Group_7,Cost_Category_6,18012.31
2023,2,Base,LOB_Group_7,Cost_Category_7,83540.32
2023,2,Project,LOB_Group_7,Cost_Category_8,84328.68
2023,2,Base,LOB_Group_7,Cost_Category_9,76099.23
2023,2,Base,LOB_Group_7,Cost_Category_10,64298.54
2023,2,Base,LOB_Group_7,Cost_Category_11,13406.26
2023,2,Base,LOB_Group_7,Cost_Category_12,41307.56
2023,2,Project,LOB_Group_7,Cost_Category_13,45193.35
2023,2,Base,LOB_Group_7,Cost_Category_14,75838.96
2023,2,Project,LOB_Group_7,Cost_Category_15,1601.24
2023,2,Project,LOB_Group_7,Cost_Category_16,13237.84
2023,2,Base,LOB_Group_8,Cost_Category_1,78517.61
2023,2,Project,LOB_Group_8,Cost_Category_2,36766.22
2023,2,Project,LOB_Group_8,Cost_Category_3,61915.49
2023,2,Project,LOB_Group_8,Cost_Category_4,64104.06
2023,2,Project,LOB_Group_8,Cost_Category_5,49376.5
2023,2,Project,LOB_Group_8,Cost_Category_6,58293.63
2023,2,Base,LOB_Group_8,Cost_Category_7,7165.01
2023,2,Base,LOB_Group_8,Cost_Category_8,86378.9
2023,2,Base,LOB_Group_8,Cost_Category_9,23592.72
2023,2,Project,LOB_Group_8,Cost_Category_10,5371.85
2023,2,Project,LOB_Group_8,Cost_Category_11,63307.04
2023,2,Base,LOB_Group_8,Cost_Category_12,26696.11
2023,2,Project,LOB_Group_8,Cost_Category_13,3219.22
2023,2,Base,LOB_Group_8,Cost_Category_14,50583.49
2023,2,Base,LOB_Group_8,Cost_Category_15,72091.84
2023,2,Project,LOB_Group_8,Cost_Category_16,91396.38
2023,3,Base,LOB_Group_1,Cost_Category_1,45103.4
2023,3,Base,LOB_Group_1,Cost_Category_2,49568.91
2023,3,Base,LOB_Group_1,Cost_Category_3,20415.56
2023,3,Base,LOB_Group_1,Cost_Category_4,66820.46
2023,3,Base,LOB_Group_1,Cost_Category_5,45423.67
2023,3,Base,LOB_Group_1,Cost_Category_6,97075.13
2023,3,Project,LOB_Group_1,Cost_Category_7,14852.74
2023,3,Project,LOB_Group_1,Cost_Category_8,54856.79
2023,3,Project,LOB_Group_1,Cost_Category_9,97369.58
2023,3,Project,LOB_Group_1,Cost_Category_10,75438.55
2023,3,Project,LOB_Group_1,Cost_Category_11,81290.19
2023,3,Base,LOB_Group_1,Cost_Category_12,26017.26
2023,3,Base,LOB_Group_1,Cost_Category_13,4704.84
2023,3,Project,LOB_Group_1,Cost_Category_14,57901.19
2023,3,Project,LOB_Group_1,Cost_Category_15,2260.52
2023,3,Base,LOB_Group_1,Cost_Category_16,51690.48
2023,3,Project,LOB_Group_2,Cost_Category_1,94190.5
2023,3,Base,LOB_Group_2,Cost_Category_2,61321.16
2023,3,Base,LOB_Group_2,Cost_Category_3,93091.26
2023,3,Base,LOB_Group_2,Cost_Category_4,10009.53
2023,3,Base,LOB_Group_2,Cost_Category_5,81167.79
2023,3,Project,LOB_Group_2,Cost_Category_6,32283.15
2023,3,Project,LOB_Group_2,Cost_Category_7,90746.85
2023,3,Project,LOB_Group_2,Cost_Category_8,40643.06
2023,3,Base,LOB_Group_2,Cost_Category_9,87256.33
2023,3,Base,LOB_Group_2,Cost_Category_10,96147.71
2023,3,Project,LOB_Group_2,Cost_Category_11,54206.72
2023,3,Project,LOB_Group_2,Cost_Category_12,95968.81
2023,3,Project,LOB_Group_2,Cost_Category_13,80407.22
2023,3,Base,LOB_Group_2,Cost_Category_14,53892.18
2023,3,Project,LOB_Group_2,Cost_Category_15,62425.98
2023,3,Project,LOB_Group_2,Cost_Category_16,48387.47
2023,3,Base,LOB_Group_3,Cost_Category_1,88593.12
2023,3,Project,LOB_Group_3,Cost_Category_2,89414.46
2023,3,Project,LOB_Group_3,Cost_Category_3,11987.64
2023,3,Base,LOB_Group_3,Cost_Category_4,11546.02
2023,3,Base,LOB_Group_3,Cost_Category_5,53545.4
2023,3,Base,LOB_Group_3,Cost_Category_6,71960.57
2023,3,Base,LOB_Group_3,Cost_Category_7,15638.13
2023,3,Base,LOB_Group_3,Cost_Category_8,66605.65
2023,3,Project,LOB_Group_3,Cost_Category_9,57348.08
2023,3,Project,LOB_Group_3,Cost_Category_10,63950.28
2023,3,Project,LOB_Group_3,Cost_Category_11,38796.85
2023,3,Base,LOB_Group_3,Cost_Category_12,71136.96
2023,3,Base,LOB_Group_3,Cost_Category_13,19506.93
2023,3,Base,LOB_Group_3,Cost_Category_14,53876.04
2023,3,Project,LOB_Group_3,Cost_Category_15,34085.54
2023,3,Project,LOB_Group_3,Cost_Category_16,94114.21
2023,3,Project,LOB_Group_4,Cost_Category_1,24232.28
2023,3,Base,LOB_Group_4,Cost_Category_2,44836.49
2023,3,Project,LOB_Group_4,Cost_Category_3,59783.16
2023,3,Project,LOB_Group_4,Cost_Category_4,5336.89
2023,3,Base,LOB_Group_4,Cost_Category_5,84670.97
2023,3,Project,LOB_Group_4,Cost_Category_6,89870.58
2023,3,Project,LOB_Group_4,Cost_Category_7,14719.62
2023,3,Project,LOB_Group_4,Cost_Category_8,74805.99
2023,3,Base,LOB_Group_4,Cost_Category_9,55831.5
2023,3,Project,LOB_Group_4,Cost_Category_10,5781.41
2023,3,Base,LOB_Group_4,Cost_Category_11,74158.31
2023,3,Project,LOB_Group_4,Cost_Category_12,5031.43
2023,3,Base,LOB_Group_4,Cost_Category_13,57963.88
2023,3,Base,LOB_Group_4,Cost_Category_14,34865.5
2023,3,Project,LOB_Group_4,Cost_Category_15,29805.21
2023,3,Base,LOB_Group_4,Cost_Category_16,46403.05
2023,3,Base,LOB_Group_5,Cost_Category_1,36631.49
2023,3,Base,LOB_Group_5,Cost_Category_2,61056.53
2023,3,Base,LOB_Group_5,Cost_Category_3,79565.72
2023,3,Project,LOB_Group_5,Cost_Category_4,5062.69
2023,3,Project,LOB_Group_5,Cost_Category_5,73459.66
2023,3,Base,LOB_Group_5,Cost_Category_6,57919.43
2023,3,Base,LOB_Group_5,Cost_Category_7,78065.87
2023,3,Base,LOB_Group_5,Cost_Category_8,79386.75
2023,3,Project,LOB_Group_5,Cost_Category_9,96945.2
2023,3,Base,LOB_Group_5,Cost_Category_10,98627.89
2023,3,Base,LOB_Group_5,Cost_Category_11,17566.2
2023,3,Base,LOB_Group_5,Cost_Category_12,52157.0
2023,3,Base,LOB_Group_5,Cost_Category_13,22342.5
2023,3,Base,LOB_Group_5,Cost_Category_14,45746.47
2023,3,Project,LOB_Group_5,Cost_Category_15,70019.93
2023,3,Project,LOB_Group_5,Cost_Category_16,44079.66
2023,3,Project,LOB_Group_6,Cost_Category_1,19965.57
2023,3,Project,LOB_Group_6,Cost_Category_2,3474.25
2023,3,Project,LOB_Group_6,Cost_Category_3,47384.42
2023,3,Base,LOB_Group_6,Cost_Category_4,36643.06
2023,3,Project,LOB_Group_6,Cost_Category_5,18845.18
2023,3,Base,LOB_Group_6,Cost_Category_6,64906.58
2023,3,Project,LOB_Group_6,Cost_Category_7,11608.32
2023,3,Base,LOB_Group_6,Cost_Category_8,42430.08
2023,3,Project,LOB_Group_6,Cost_Category_9,22677.04
2023,3,Project,LOB_Group_6,Cost_Category_10,44844.27
2023,3,Base,LOB_Group_6,Cost_Category_11,97828.86
2023,3,Base,LOB_Group_6,Cost_Category_12,24463.28
2023,3,Project,LOB_Group_6,Cost_Category_13,9486.21
2023,3,Project,LOB_Group_6,Cost_Category_14,29031.2
2023,3,Base,LOB_Group_6,Cost_Category_15,57522.16
2023,3,Base,LOB_Group_6,Cost_Category_16,35421.99
2023,3,Project,LOB_Group_7,Cost_Category_1,91140.21
2023,3,Project,LOB_Group_7,Cost_Category_2,66814.48
2023,3,Project,LOB_Group_7,Cost_Category_3,4689.1
2023,3,Base,LOB_Group_7,Cost_Category_4,83291.98
2023,3,Project,LOB_Group_7,Cost_Category_5,19026.02
2023,3,Project,LOB_Group_7,Cost_Category_6,75327.93
2023,3,Base,LOB_Group_7,Cost_Category_7,63517.0
2023,3,Base,LOB_Group_7,Cost_Category_8,71741.74
2023,3,Base,LOB_Group_7,Cost_Category_9,36994.16
2023,3,Base,LOB_Group_7,Cost_Category_10,65674.21
2023,3,Base,LOB_Group_7,Cost_Category_11,38426.12
2023,3,Project,LOB_Group_7,Cost_Category_12,9233.31
2023,3,Project,LOB_Group_7,Cost_Category_13,11682.66
2023,3,Base,LOB_Group_7,Cost_Category_14,76282.09
2023,3,Base,LOB_Group_7,Cost_Category_15,19473.91
2023,3,Project,LOB_Group_7,Cost_Category_16,28494.06
2023,3,Base,LOB_Group_8,Cost_Category_1,55794.63
2023,3,Base,LOB_Group_8,Cost_Category_2,14366.37
2023,3,Base,LOB_Group_8,Cost_Category_3,95900.01
2023,3,Base,LOB_Group_8,Cost_Category_4,17269.5
2023,3,Base,LOB_Group_8,Cost_Category_5,38379.13
2023,3,Project,LOB_Group_8,Cost_Category_6,17632.81
2023,3,Base,LOB_Group_8,Cost_Category_7,78471.8
2023,3,Project,LOB_Group_8,Cost_Category_8,29033.07
2023,3,Project,LOB_Group_8,Cost_Category_9,9230.72
2023,3,Base,LOB_Group_8,Cost_Category_10,96373.85
2023,3,Base,LOB_Group_8,Cost_Category_11,11321.74
2023,3,Base,LOB_Group_8,Cost_Category_12,60202.8
2023,3,Project,LOB_Group_8,Cost_Category_13,39946.32
2023,3,Base,LOB_Group_8,Cost_Category_14,86398.0
2023,3,Project,LOB_Group_8,Cost_Category_15,62922.32
2023,3,Project,LOB_Group_8,Cost_Category_16,12496.53
2023,4,Base,LOB_Group_1,Cost_Category_1,11684.16
2023,4,Base,LOB_Group_1,Cost_Category_2,30378.6
2023,4,Project,LOB_Group_1,Cost_Category_3,61371.67
2023,4,Base,LOB_Group_1,Cost_Category_4,15778.33
2023,4,Project,LOB_Group_1,Cost_Category_5,12827.55
2023,4,Base,LOB_Group_1,Cost_Category_6,65932.92
2023,4,Project,LOB_Group_1,Cost_Category_7,50466.97
2023,4,Base,LOB_Group_1,Cost_Category_8,23621.0
2023,4,Base,LOB_Group_1,Cost_Category_9,42383.11
2023,4,Base,LOB_Group_1,Cost_Category_10,53047.79
2023,4,Base,LOB_Group_1,Cost_Category_11,78756.92
2023,4,Base,LOB_Group_1,Cost_Category_12,76057.97
2023,4,Project,LOB_Group_1,Cost_Category_13,24644.15
2023,4,Base,LOB_Group_1,Cost_Category_14,78205.35
2023,4,Base,LOB_Group_1,Cost_Category_15,41877.04
2023,4,Base,LOB_Group_1,Cost_Category_16,18245.91
2023,4,Base,LOB_Group_2,Cost_Category_1,69981.47
2023,4,Project,LOB_Group_2,Cost_Category_2,78903.77
2023,4,Base,LOB_Group_2,Cost_Category_3,7423.78
2023,4,Base,LOB_Group_2,Cost_Category_4,4165.56
2023,4,Project,LOB_Group_2,Cost_Category_5,10059.26
2023,4,Base,LOB_Group_2,Cost_Category_6,19097.17
2023,4,Project,LOB_Group_2,Cost_Category_7,18948.19
2023,4,Base,LOB_Group_2,Cost_Category_8,29757.41
2023,4,Project,LOB_Group_2,Cost_Category_9,12872.94
2023,4,Base,LOB_Group_2,Cost_Category_10,6058.65
2023,4,Project,LOB_Group_2,Cost_Category_11,48924.37
2023,4,Base,LOB_Group_2,Cost_Category_12,28402.21
2023,4,Project,LOB_Group_2,Cost_Category_13,94323.94
2023,4,Base,LOB_Group_2,Cost_Category_14,83755.57
2023,4,Project,LOB_Group_2,Cost_Category_15,57201.02
2023,4,Project,LOB_Group_2,Cost_Category_16,96164.4
2023,4,Project,LOB_Group_3,Cost_Category_1,11956.05
2023,4,Project,LOB_Group_3,Cost_Category_2,62609.13
2023,4,Project,LOB_Group_3,Cost_Category_3,77045.27
2023,4,Base,LOB_Group_3,Cost_Category_4,19036.69
2023,4,Base,LOB_Group_3,Cost_Category_5,86660.01
2023,4,Base,LOB_Group_3,Cost_Category_6,38220.41
2023,4,Base,LOB_Group_3,Cost_Category_7,68508.67
2023,4,Base,LOB_Group_3,Cost_Category_8,45520.58
2023,4,Project,LOB_Group_3,Cost_Category_9,67761.77
2023,4,Base,LOB_Group_3,Cost_Category_10,88115.04
2023,4,Project,LOB_Group_3,Cost_Category_11,63397.49
2023,4,Base,LOB_Group_3,Cost_Category_12,2548.54
2023,4,Project,LOB_Group_3,Cost_Category_13,35761.24
2023,4,Project,LOB_Group_3,Cost_Category_14,3292.31
2023,4,Base,LOB_Group_3,Cost_Category_15,25430.99
2023,4,Project,LOB_Group_3,Cost_Category_16,3620.25
2023,4,Base,LOB_Group_4,Cost_Category_1,72524.28
2023,4,Base,LOB_Group_4,Cost_Category_2,2651.36
2023,4,Base,LOB_Group_4,Cost_Category_3,42010.94
2023,4,Base,LOB_Group_4,Cost_Category_4,73377.01
2023,4,Base,LOB_Group_4,Cost_Category_5,25162.68
2023,4,Project,LOB_Group_4,Cost_Category_6,51873.32
2023,4,Base,LOB_Group_4,Cost_Category_7,87650.01
2023,4,Base,LOB_Group_4,Cost_Category_8,89831.81
2023,4,Project,LOB_Group_4,Cost_Category_9,36997.13
2023,4,Project,LOB_Group_4,Cost_Category_10,36356.18
2023,4,Base,LOB_Group_4,Cost_Category_11,99461.14
2023,4,Project,LOB_Group_4,Cost_Category_12,28365.43
2023,4,Project,LOB_Group_4,Cost_Category_13,13388.28
2023,4,Base,LOB_Group_4,Cost_Category_14,38493.44
2023,4,Project,LOB_Group_4,Cost_Category_15,37649.74
2023,4,Base,LOB_Group_4,Cost_Category_16,17031.5
2023,4,Project,LOB_Group_5,Cost_Category_1,94134.62
2023,4,Base,LOB_Group_5,Cost_Category_2,54005.2
2023,4,Project,LOB_Group_5,Cost_Category_3,72984.38
2023,4,Base,LOB_Group_5,Cost_Category_4,62107.45
2023,4,Base,LOB_Group_5,Cost_Category_5,62920.39
2023,4,Base,LOB_Group_5,Cost_Category_6,35051.82
2023,4,Base,LOB_Group_5,Cost_Category_7,45993.98
2023,4,Project,LOB_Group_5,Cost_Category_8,46079.69
2023,4,Project,LOB_Group_5,Cost_Category_9,91097.0
2023,4,Project,LOB_Group_5,Cost_Category_10,11907.96
2023,4,Base,LOB_Group_5,Cost_Category_11,53173.77
2023,4,Project,LOB_Group_5,Cost_Category_12,17183.96
2023,4,Base,LOB_Group_5,Cost_Category_13,63318.0
2023,4,Project,LOB_Group_5,Cost_Category_14,79076.19
2023,4,Project,LOB_Group_5,Cost_Category_15,99898.33
2023,4,Base,LOB_Group_5,Cost_Category_16,63392.2
2023,4,Project,LOB_Group_6,Cost_Category_1,37618.29
2023,4,Project,LOB_Group_6,Cost_Category_2,2426.47
2023,4,Base,LOB_Group_6,Cost_Category_3,37902.82
2023,4,Project,LOB_Group_6,Cost_Category_4,3833.09
2023,4,Base,LOB_Group_6,Cost_Category_5,72086.99
2023,4,Project,LOB_Group_6,Cost_Category_6,49685.34
2023,4,Project,LOB_Group_6,Cost_Category_7,7149.64
2023,4,Base,LOB_Group_6,Cost_Category_8,77974.04
2023,4,Base,LOB_Group_6,Cost_Category_9,56167.64
2023,4,Base,LOB_Group_6,Cost_Category_10,39713.36
2023,4,Base,LOB_Group_6,Cost_Category_11,41740.32
2023,4,Project,LOB_Group_6,Cost_Category_12,91219.94
2023,4,Base,LOB_Group_6,Cost_Category_13,68386.52
2023,4,Base,LOB_Group_6,Cost_Category_14,93085.45
2023,4,Base,LOB_Group_6,Cost_Category_15,98788.69
2023,4,Project,LOB_Group_6,Cost_Category_16,55311.76
2023,4,Project,LOB_Group_7,Cost_Category_1,55383.83
2023,4,Base,LOB_Group_7,Cost_Category_2,23394.08
2023,4,Base,LOB_Group_7,Cost_Category_3,48078.03
2023,4,Base,LOB_Group_7,Cost_Category_4,6302.74
2023,4,Project,LOB_Group_7,Cost_Category_5,52798.45
2023,4,Base,LOB_Group_7,Cost_Category_6,41509.29
2023,4,Project,LOB_Group_7,Cost_Category_7,75148.21
2023,4,Base,LOB_Group_7,Cost_Category_8,31978.33
2023,4,Base,LOB_Group_7,Cost_Category_9,69209.26
2023,4,Project,LOB_Group_7,Cost_Category_10,94736.26
2023,4,Project,LOB_Group_7,Cost_Category_11,22854.2
2023,4,Project,LOB_Group_7,Cost_Category_12,50297.49
2023,4,Project,LOB_Group_7,Cost_Category_13,52138.69
2023,4,Base,LOB_Group_7,Cost_Category_14,82731.89
2023,4,Base,LOB_Group_7,Cost_Category_15,47395.61
2023,4,Base,LOB_Group_7,Cost_Category_16,49706.98
2023,4,Base,LOB_Group_8,Cost_Category_1,3769.91
2023,4,Base,LOB_Group_8,Cost_Category_2,12424.86
2023,4,Base,LOB_Group_8,Cost_Category_3,74405.13
2023,4,Base,LOB_Group_8,Cost_Category_4,65259.35
2023,4,Project,LOB_Group_8,Cost_Category_5,42706.52
